,bike_id,is_disabled,is_reserved,jump_ebike_battery_level,lat,lon,name,datetime
0,bike_18519,0,0,99%,37.76642833333333,-122.43034166666666,0758,1540792500
1,bike_29600,0,0,99%,37.784843333333335,-122.40756666666667,2968,1540792500
2,bike_18083,0,0,45%,37.799038333333336,-122.43501666666667,0339,1540792500
3,bike_18036,0,0,37%,37.79548,-122.44678333333333,0479,1540792500
4,bike_29897,0,0,82%,37.76075,-122.401275,2362,1540792500
5,bike_18017,0,0,62%,37.77395666666666,-122.470305,0387,1540792500
6,bike_17899,0,0,95%,37.79982,-122.45082666666667,0566,1540792500
7,bike_18569,0,0,91%,37.78763333333333,-122.44416666666666,0572,1540792500
8,bike_17954,0,0,40%,37.76027,-122.44333333333333,0304,1540792500
9,bike_18063,0,0,84%,37.79393666666667,-122.42369833333333,0461,1540792500
10,bike_18116,0,0,99%,37.766306666666665,-122.43071166666667,0258,1540792500
11,bike_29854,0,0,68%,37.77218,-122.44228,2960,1540792500
12,bike_17850,0,0,93%,37.765535,-122.41395666666666,0466,1540792500
13,bike_29409,0,0,46%,37.771875,-122.43045,6754,1540792500
14,bike_20365,0,0,86%,37.79768333333333,-122.45848,0587,1540792500
15,bike_17845,0,0,31%,37.79998166666667,-122.40910333333333,0448,1540792500
16,bike_30487,0,0,32%,37.779665,-122.41423166666667,1304,1540792500
17,bike_17875,0,0,99%,37.766486666666665,-122.43043166666666,0437,1540792500
18,bike_18100,0,0,94%,37.80372333333333,-122.43694166666667,0405,1540792500
19,bike_18111,0,0,31%,37.776935,-122.43150333333334,0263,1540792500
20,bike_24107,0,0,32%,37.77495833333333,-122.43810166666667,2838,1540792500
21,bike_29401,0,0,27%,37.78557166666667,-122.39697666666666,6746,1540792500
22,bike_29860,0,0,99%,37.76646,-122.43054333333333,3174,1540792500
23,bike_29496,0,0,73%,37.7894,-122.40685166666667,0915,1540792500
24,bike_29398,0,0,60%,37.784075,-122.40820166666667,6743,1540792500
25,bike_17903,0,0,97%,37.764671666666665,-122.42188333333333,0559,1540792500
26,bike_18072,0,0,55%,37.770915,-122.42863333333334,0325,1540792500
27,bike_18574,0,0,33%,37.75700833333333,-122.40292333333333,0618,1540792500
28,bike_24329,0,0,71%,37.78319,-122.44734166666667,1605,1540792500
29,bike_18003,0,0,99%,37.78731,-122.44762166666666,0473,1540792500
30,bike_17987,0,0,83%,37.765545,-122.41326666666667,0305,1540792500
31,bike_18577,0,0,97%,37.798496666666665,-122.448005,0608,1540792500
32,bike_29415,0,0,55%,37.73319,-122.40417666666667,6760,1540792500
33,bike_18523,0,0,62%,37.770715,-122.44309833333334,0435,1540792500
34,bike_29503,0,0,83%,37.76549833333333,-122.41339,0968,1540792500
35,bike_17893,0,0,99%,37.78422166666667,-122.40779666666667,0464,1540792500
36,bike_28499,0,0,100%,37.76647333333333,-122.43049333333333,1865,1540792500
37,bike_29537,0,0,46%,37.80081,-122.459405,2775,1540792500
38,bike_18038,0,0,99%,37.78432333333333,-122.40768333333334,0454,1540792500
39,bike_24112,0,0,95%,37.79983,-122.45088666666666,3024,1540792500
40,bike_18004,0,0,83%,37.785545,-122.41450833333333,0754,1540792500
41,bike_29404,0,0,99%,37.766508333333334,-122.430395,6749,1540792500
42,bike_18296,0,0,92%,37.785893333333334,-122.39003666666666,0542,1540792500
43,bike_18107,0,0,57%,37.789323333333336,-122.42899,0312,1540792500
44,bike_24085,0,0,95%,37.79991833333333,-122.45262166666667,3250,1540792500
45,bike_24302,0,0,46%,37.7709,-122.40299833333333,1504,1540792500
46,bike_24320,0,0,83%,37.7893,-122.416335,1577,1540792500
47,bike_18031,0,0,70%,37.75248666666667,-122.39280666666667,0471,1540792500
48,bike_29664,0,0,80%,37.767831666666666,-122.43656333333334,3434,1540792500
49,bike_17927,0,0,55%,37.78946166666667,-122.457365,0390,1540792500
50,bike_29534,0,0,88%,37.75603666666667,-122.41138333333333,1322,1540792500
51,bike_17827,0,0,86%,37.76774666666667,-122.42214166666666,0440,1540792500
52,bike_17923,0,0,54%,37.762121666666665,-122.46296666666667,0363,1540792500
53,bike_30518,0,0,85%,37.78465833333333,-122.40429333333333,6795,1540792500
54,bike_29877,0,0,30%,37.771905,-122.39820833333333,2420,1540792500
55,bike_29642,0,0,99%,37.787236666666665,-122.44789666666667,3243,1540792500
56,bike_29801,0,0,51%,37.775755,-122.414,3486,1540792500
57,bike_24316,0,0,78%,37.752655,-122.42866833333333,1630,1540792500
58,bike_17932,0,0,41%,37.78576666666667,-122.42883666666667,0391,1540792500
59,bike_29402,0,0,68%,37.80847,-122.41015833333333,6747,1540792500
60,bike_17837,0,0,92%,37.79554666666667,-122.46158833333334,0528,1540792500
61,bike_28509,0,0,75%,37.72124,-122.44749166666666,1876,1540792500
62,bike_29810,0,0,84%,37.79736333333334,-122.42188666666667,1664,1540792500
63,bike_29564,0,0,34%,37.76900666666667,-122.44684833333334,2858,1540792500
64,bike_18576,0,0,99%,37.78438,-122.40749166666667,0576,1540792500
65,bike_23975,0,0,99%,37.78809666666667,-122.42696666666667,1520,1540792500
66,bike_17996,0,0,56%,37.77630833333333,-122.48116666666667,0678,1540792500
67,bike_17977,0,0,85%,37.79077,-122.44783833333334,0510,1540792500
68,bike_18573,0,0,85%,37.78725,-122.44737166666667,0630,1540792500
69,bike_29394,0,0,91%,37.7873,-122.44742166666667,6739,1540792500
70,bike_18010,0,0,88%,37.77625333333334,-122.418015,0672,1540792500
71,bike_18093,0,0,84%,37.785016666666664,-122.41909333333334,0288,1540792500
72,bike_29890,0,0,99%,37.787785,-122.42725,2430,1540792500
73,bike_29563,0,0,87%,37.76482,-122.42182666666666,2855,1540792500
74,bike_18522,0,0,7%,37.758761666666665,-122.39331,0431,1540792500
75,bike_24322,0,0,93%,37.80333,-122.424395,1573,1540792500
76,bike_29892,0,0,89%,37.76795833333333,-122.422205,2372,1540792500
77,bike_18062,0,0,85%,37.768045,-122.42209,0513,1540792500
78,bike_29740,0,0,26%,37.787335,-122.39655333333333,1654,1540792500
79,bike_17936,0,0,77%,37.77423,-122.43616,0409,1540792500
80,bike_18561,0,0,62%,37.744521666666664,-122.39006,0590,1540792500
81,bike_17826,0,0,97%,37.765451666666664,-122.42204166666667,0557,1540792500
82,bike_17983,0,0,80%,37.79808166666667,-122.44844666666667,0300,1540792500
83,bike_29880,0,0,36%,37.76202,-122.46302666666666,2376,1540792500
84,bike_24125,0,0,98%,37.76447,-122.42187833333334,3247,1540792500
85,bike_17925,0,0,73%,37.721245,-122.44746166666667,0360,1540792500
86,bike_18016,0,0,84%,37.765475,-122.41331666666666,0396,1540792500
87,bike_29768,0,0,68%,37.808445,-122.41024833333333,3618,1540792500
88,bike_17933,0,0,83%,37.78725,-122.41699833333334,0389,1540792500
89,bike_29574,0,0,99%,37.787861666666664,-122.42707166666666,0760,1540792500
90,bike_17986,0,0,99%,37.785635,-122.42910666666667,0269,1540792500
91,bike_30500,0,0,94%,37.76477,-122.421975,1648,1540792500
92,bike_30489,0,0,98%,37.766385,-122.43071,1507,1540792500
93,bike_29895,0,0,93%,37.80338166666667,-122.424365,2332,1540792500
94,bike_23984,0,0,97%,37.787211666666664,-122.44782666666667,1382,1540792500
95,bike_23993,0,0,95%,37.78642,-122.41507666666666,1608,1540792500
96,bike_18300,0,0,90%,37.76649,-122.430495,0452,1540792500
97,bike_18538,0,0,99%,37.76638833333333,-122.43027333333333,0581,1540792500
98,bike_17878,0,0,99%,37.7872,-122.44785166666666,0458,1540792500
99,bike_29681,0,0,87%,37.76479833333333,-122.42194,0684,1540792500
100,bike_18526,0,0,53%,37.803466666666665,-122.46694666666667,0636,1540792500
101,bike_29541,0,0,77%,37.77606166666666,-122.39407,2795,1540792500
102,bike_24090,0,0,94%,37.788021666666666,-122.42694,2820,1540792500
103,bike_17856,0,0,94%,37.799823333333336,-122.45093333333334,0451,1540792500
104,bike_23992,0,0,35%,37.77232,-122.40450666666666,1602,1540792500
105,bike_23977,0,0,39%,37.76939333333333,-122.415,1498,1540792500
106,bike_29722,0,0,80%,37.756565,-122.40953166666667,3533,1540792500
107,bike_17999,0,0,37%,37.75357833333333,-122.40063833333333,0306,1540792500
108,bike_29403,0,0,30%,37.767345,-122.45023333333333,6748,1540792500
109,bike_29881,0,0,83%,37.758201666666665,-122.42773,2359,1540792500
110,bike_29769,0,0,79%,37.760345,-122.414915,3621,1540792500
111,bike_24092,0,0,31%,37.804273333333335,-122.43233,2948,1540792500
112,bike_17865,0,0,60%,37.777606666666664,-122.41758333333334,0558,1540792500
113,bike_29627,0,0,84%,37.76546333333334,-122.41333,3194,1540792500
114,bike_18000,0,0,97%,37.784795,-122.40711166666667,0488,1540792500
115,bike_30515,0,0,56%,37.732353333333336,-122.38467833333333,1888,1540792500
116,bike_29757,0,0,99%,37.78501,-122.407255,3598,1540792500
117,bike_30522,0,0,41%,37.79243666666667,-122.43474333333333,6799,1540792500
118,bike_29599,0,0,60%,37.805283333333335,-122.43229333333333,2947,1540792500
